Year,LSOA Code,Population
2015,E01025014,1665
2015,E01025015,1488
2015,E01025004,1406
2015,E01025006,1329
2015,E01025023,1289
2015,E01025024,1373
2015,E01025025,1670
2015,E01025001,1545
2015,E01025002,1408
2015,E01025005,1532
2015,E01025016,2504
2015,E01025018,1211
2015,E01024984,1445
2015,E01024985,1304
2015,E01024986,1604
2015,E01024987,1355
2015,E01024988,1587
2015,E01024989,1465
2015,E01024996,1210
2015,E01024997,1433
2015,E01024999,1434
2015,E01025000,1275
2015,E01025029,2078
2015,E01025030,1683
2015,E01024981,1389
2015,E01024982,1426
2015,E01024983,1524
2015,E01024994,1610
2015,E01024995,1345
2015,E01025003,1629
2015,E01025017,1389
2015,E01024990,1436
2015,E01024991,1106
2015,E01024992,1433
2015,E01025020,1455
2015,E01025021,1448
2015,E01025022,2103
2015,E01025060,1493
2015,E01025061,1451
2015,E01025062,1595
2015,E01025063,1476
2015,E01025064,1616
2015,E01025065,1693
2015,E01025066,1570
2015,E01025032,1426
2015,E01025033,2183
2015,E01025034,1660
2015,E01025048,1463
2015,E01025049,1566
2015,E01025050,1498
2015,E01025053,1549
2015,E01025070,1170
2015,E01025071,1334
2015,E01025072,1329
2015,E01025073,1191
2015,E01025074,1395
2015,E01025051,1531
2015,E01025052,1602
2015,E01025057,1603
2015,E01025058,1482
2015,E01025059,1505
2015,E01025067,1387
2015,E01025068,1487
2015,E01025069,1473
2015,E01025044,1207
2015,E01025045,1274
2015,E01025046,1137
2015,E01025081,1645
2015,E01025041,1661
2015,E01025042,2153
2015,E01025082,1750
2015,E01025083,2100
2015,E01025084,1587
2015,E01033231,2961
2015,E01025055,1542
2015,E01025075,1707
2015,E01025076,1363
2015,E01025077,1354
2015,E01025078,1451
2015,E01025035,1478
2015,E01025036,1384
2015,E01025037,1351
2015,E01025038,1296
2015,E01025039,1181
2015,E01025040,1651
2015,E01025054,1638
2015,E01025056,1275
2015,E01025079,1568
2015,E01025080,1671
2015,E01025088,1089
2015,E01025096,1625
2015,E01025097,1602
2015,E01025098,1339
2015,E01025148,2071
2015,E01025168,1109
2015,E01025169,1250
2015,E01025130,2019
2015,E01025132,1426
2015,E01025166,1211
2015,E01025167,1202
2015,E01025089,1408
2015,E01025090,1736
2015,E01025158,1431
2015,E01025159,1346
2015,E01025160,1279
2015,E01025085,1397
2015,E01025086,1453
2015,E01025087,1267
2015,E01025161,1107
2015,E01025108,1298
2015,E01025109,1172
2015,E01025131,1589
2015,E01025133,1449
2015,E01025112,1633
2015,E01025136,1575
2015,E01025138,1449
2015,E01025139,1721
2015,E01025140,1481
2015,E01025111,1726
2015,E01025113,1497
2015,E01025118,1126
2015,E01025119,1483
2015,E01025110,1463
2015,E01025116,1338
2015,E01025117,1405
2015,E01025120,1663
2015,E01025170,1679
2015,E01025171,1780
2015,E01025172,1514
2015,E01025173,1673
2015,E01025149,2155
2015,E01025150,1471
2015,E01025151,1651
2015,E01025152,1587
2015,E01025154,1332
2015,E01025091,1495
2015,E01025092,1234
2015,E01025095,1949
2015,E01025126,2007
2015,E01025093,2004
2015,E01025094,1327
2015,E01025099,1593
2015,E01033071,1547
2015,E01033073,1892
2015,E01025125,1648
2015,E01025128,1419
2015,E01025129,1448
2015,E01025147,1503
2015,E01025114,1523
2015,E01025115,1538
2015,E01025121,2101
2015,E01025122,1683
2015,E01025123,2526
2015,E01025124,1571
2015,E01033072,2399
2015,E01025100,1609
2015,E01025101,1457
2015,E01025102,1572
2015,E01025103,1363
2015,E01025144,2060
2015,E01025146,2021
2015,E01025127,1419
2015,E01025141,1477
2015,E01025143,1421
2015,E01025145,1441
2015,E01025105,5469
2015,E01025106,1800
2015,E01025107,1578
2015,E01025142,1413
2015,E01025137,1429
2015,E01025162,1388
2015,E01025163,1379
2015,E01025164,1365
2015,E01025165,1537
2015,E01025153,1258
2015,E01025155,1267
2015,E01025156,1235
2015,E01025157,1145
2015,E01025191,1307
2015,E01025192,1462
2015,E01025193,1290
2015,E01025194,1362
2015,E01025195,1153
2015,E01025196,1579
2015,E01025197,1312
2015,E01025198,1472
2015,E01025199,1664
2015,E01025200,1514
2015,E01025201,1588
2015,E01025202,1392
2015,E01025205,1432
2015,E01025206,1151
2015,E01025207,1154
2015,E01025208,1240
2015,E01025220,1696
2015,E01025221,1372
2015,E01025222,1491
2015,E01025223,1449
2015,E01025178,1776
2015,E01025179,1554
2015,E01025180,1866
2015,E01025203,1607
2015,E01025226,1530
2015,E01025227,2016
2015,E01025228,1530
2015,E01025174,1444
2015,E01025175,1551
2015,E01025176,2018
2015,E01025177,1782
2015,E01025204,1693
2015,E01025211,1421
2015,E01025181,1521
2015,E01025182,1590
2015,E01025183,1647
2015,E01025184,1705
2015,E01025188,2024
2015,E01025189,1634
2015,E01025210,1847
2015,E01025217,1494
2015,E01025218,1302
2015,E01025219,1262
2015,E01025224,2166
2015,E01025225,1693
2015,E01025229,2219
2015,E01025230,1801
2015,E01025187,1582
2015,E01025190,1557
2015,E01025209,1700
2015,E01025216,2243
2015,E01025185,2057
2015,E01025186,1706
2015,E01025212,1335
2015,E01025213,1129
2015,E01025214,1411
2015,E01025215,1432
2015,E01025278,2591
2015,E01025279,1920
2015,E01025282,1418
2015,E01025257,1329
2015,E01025277,1654
2015,E01025280,1831
2015,E01025281,1420
2015,E01025256,1584
2015,E01025258,1436
2015,E01025259,2103
2015,E01025299,1440
2015,E01025301,1166
2015,E01025302,1245
2015,E01025253,1828
2015,E01025254,1170
2015,E01025255,1544
2015,E01025300,1082
2015,E01025303,1311
2015,E01025260,1534
2015,E01025262,1592
2015,E01025263,1508
2015,E01025264,1491
2015,E01025239,1382
2015,E01025241,1584
2015,E01025242,1532
2015,E01025243,1976
2015,E01025251,1542
2015,E01025234,1482
2015,E01025235,1780
2015,E01025237,1561
2015,E01025238,1558
2015,E01025245,2693
2015,E01025252,1392
2015,E01025233,1393
2015,E01025240,1561
2015,E01025261,1332
2015,E01025266,1263
2015,E01025309,1231
2015,E01025236,1559
2015,E01025283,1753
2015,E01025284,1784
2015,E01025285,1391
2015,E01025286,1844
2015,E01025287,1960
2015,E01025270,1634
2015,E01025272,1485
2015,E01025273,1378
2015,E01025288,1800
2015,E01025246,1709
2015,E01025274,1894
2015,E01025275,1688
2015,E01025294,1910
2015,E01025276,1748
2015,E01025308,1568
2015,E01025310,1495
2015,E01025311,1265
2015,E01025312,1565
2015,E01025313,2035
2015,E01025314,2499
2015,E01025231,1403
2015,E01025232,1509
2015,E01025265,1406
2015,E01025267,1428
2015,E01025268,1797
2015,E01025269,1825
2015,E01025271,1540
2015,E01025295,2551
2015,E01025296,2014
2015,E01025297,2008
2015,E01025298,1675
2015,E01025244,1566
2015,E01025292,3066
2015,E01025293,2151
2015,E01025247,1721
2015,E01025248,1330
2015,E01025249,957
2015,E01025250,1651
2015,E01025304,1852
2015,E01025305,1661
2015,E01025289,1581
2015,E01025290,1578
2015,E01025291,1243
2015,E01025306,1798
2015,E01033223,1665
2015,E01033224,1118
2015,E01033226,1168
2015,E01025315,1671
2015,E01025320,1271
2015,E01025331,1350
2015,E01025348,1579
2015,E01025349,1449
2015,E01025334,1524
2015,E01025344,1296
2015,E01025345,1490
2015,E01025346,1564
2015,E01025347,1640
2015,E01025329,1798
2015,E01025330,1400
2015,E01025335,1354
2015,E01025338,1589
2015,E01025339,1719
2015,E01025322,1423
2015,E01025326,1445
2015,E01025327,1379
2015,E01025342,1584
2015,E01025321,1331
2015,E01025340,1420
2015,E01025341,1200
2015,E01025343,1514
2015,E01025354,1538
2015,E01025316,1552
2015,E01025317,1197
2015,E01025325,1586
2015,E01025328,1280
2015,E01025318,1049
2015,E01025319,2101
2015,E01025333,1449
2015,E01025350,1318
2015,E01025351,2799
2015,E01025323,1135
2015,E01025324,1402
2015,E01025332,1004
2015,E01025336,1058
2015,E01025337,1553
2015,E01025352,1421
2015,E01025353,1087
2015,E01025355,2328
2015,E01025361,2038
2015,E01025362,2042
2015,E01025393,1344
2015,E01025363,1361
2015,E01025364,1290
2015,E01025366,1478
2015,E01025395,1536
2015,E01025396,1357
2015,E01025397,1750
2015,E01025398,1477
2015,E01025367,1769
2015,E01025368,1600
2015,E01025369,1287
2015,E01025381,1504
2015,E01025382,1760
2015,E01025383,2588
2015,E01025356,1504
2015,E01025373,1721
2015,E01025385,1233
2015,E01025387,1362
2015,E01033281,2722
2015,E01025377,1523
2015,E01025378,1555
2015,E01025379,1416
2015,E01025380,1538
2015,E01025357,1364
2015,E01025358,2271
2015,E01025365,1480
2015,E01025384,1233
2015,E01025359,1651
2015,E01025360,2108
2015,E01025375,1643
2015,E01025376,2285
2015,E01025371,1455
2015,E01025374,1447
2015,E01025391,1496
2015,E01025392,1219
2015,E01025394,1562
2015,E01025370,1187
2015,E01025388,1530
2015,E01025389,1332
2015,E01025390,1072
2015,E01025424,1270
2015,E01025425,1372
2015,E01025426,1239
2015,E01025466,1525
2015,E01025413,1808
2015,E01025414,1546
2015,E01025456,1276
2015,E01025458,1467
2015,E01025408,1472
2015,E01025409,1288
2015,E01025410,1379
2015,E01025467,1961
2015,E01025403,2146
2015,E01025457,1437
2015,E01025463,1320
2015,E01025464,1242
2015,E01025465,1108
2015,E01025411,2086
2015,E01025448,1550
2015,E01025449,1029
2015,E01025450,913
2015,E01025412,1460
2015,E01025427,1276
2015,E01025428,1641
2015,E01025429,1467
2015,E01025404,1229
2015,E01025405,1148
2015,E01025406,1243
2015,E01025407,1969
2015,E01025399,1580
2015,E01025400,1941
2015,E01025401,1431
2015,E01025402,1508
2015,E01025442,1049
2015,E01025443,1215
2015,E01025444,1240
2015,E01025461,1939
2015,E01025462,1755
2015,E01025439,1458
2015,E01025453,1583
2015,E01025454,1277
2015,E01025455,1503
2015,E01025436,2207
2015,E01025437,1923
2015,E01025438,1331
2015,E01025440,1388
2015,E01025441,1405
2015,E01025417,1485
2015,E01025418,1485
2015,E01025419,1525
2015,E01025420,2777
2015,E01025421,2595
2015,E01025422,1391
2015,E01025431,1774
2015,E01025433,1667
2015,E01025416,1488
2015,E01025451,1940
2015,E01025452,1723
2015,E01025415,2159
2015,E01025423,1270
2015,E01025435,1496
2015,E01025446,1447
2015,E01025430,1962
2015,E01025434,1935
2015,E01032928,2562
2015,E01032929,1032
2015,E01025445,1380
2015,E01025447,1223
2015,E01025459,1700
2015,E01025460,2069
2015,E01025496,1181
2015,E01025497,1540
2015,E01025498,1354
2015,E01025530,1434
2015,E01025532,1517
2015,E01025533,1633
2015,E01025507,1595
2015,E01025508,1403
2015,E01025509,1165
2015,E01025513,1997
2015,E01025531,1179
2015,E01025474,1219
2015,E01025495,2089
2015,E01025514,2321
2015,E01025515,1647
2015,E01025483,2373
2015,E01025484,2037
2015,E01025485,1681
2015,E01025486,1610
2015,E01025487,1616
2015,E01025510,1392
2015,E01025511,1145
2015,E01025512,1271
2015,E01025538,1591
2015,E01025539,1357
2015,E01025499,1425
2015,E01025501,1108
2015,E01025502,1560
2015,E01025516,1498
2015,E01025517,1594
2015,E01025519,1241
2015,E01025488,2467
2015,E01025489,1450
2015,E01025490,1744
2015,E01025500,1597
2015,E01025518,1501
2015,E01025479,1954
2015,E01025491,2056
2015,E01025506,1931
2015,E01025468,1665
2015,E01025469,1542
2015,E01025470,1527
2015,E01025522,1132
2015,E01025471,1468
2015,E01025480,1357
2015,E01025481,1422
2015,E01025482,1430
2015,E01025520,1244
2015,E01025521,1737
2015,E01025523,1664
2015,E01025524,1467
2015,E01025525,1605
2015,E01025526,1579
2015,E01025472,1435
2015,E01025473,1428
2015,E01025475,1459
2015,E01025476,1392
2015,E01025477,1226
2015,E01025478,1150
2015,E01025492,1332
2015,E01025527,1374
2015,E01025528,1777
2015,E01025529,1957
2015,E01025493,1664
2015,E01025494,1632
2015,E01025503,1362
2015,E01025504,1174
2015,E01025505,1383
2015,E01025534,1854
2015,E01025535,1530
2015,E01025536,1467
2015,E01025537,1454
2015,E01025540,1120
2015,E01025573,1354
2015,E01025574,1591
2015,E01025581,1252
2015,E01025582,1197
2015,E01025583,1210
2015,E01025584,1346
2015,E01025605,1332
2015,E01025606,1284
2015,E01025607,1744
2015,E01025608,1670
2015,E01025590,1610
2015,E01025591,1539
2015,E01025592,1522
2015,E01025593,1735
2015,E01025563,1168
2015,E01025564,1709
2015,E01025565,1554
2015,E01025586,1564
2015,E01025587,1524
2015,E01025588,1402
2015,E01025589,1215
2015,E01025557,1576
2015,E01025575,1429
2015,E01025578,1542
2015,E01025579,1399
2015,E01025580,1275
2015,E01025547,1987
2015,E01025549,2285
2015,E01025609,2135
2015,E01025548,1518
2015,E01025553,2689
2015,E01025558,1686
2015,E01025559,1877
2015,E01025560,1365
2015,E01025554,1461
2015,E01025556,1563
2015,E01025570,1205
2015,E01025571,1418
2015,E01025572,1366
2015,E01025604,1435
2015,E01025561,1450
2015,E01025562,2196
2015,E01025585,2533
2015,E01025542,1592
2015,E01025555,1371
2015,E01025601,1352
2015,E01025602,1609
2015,E01025603,1463
2015,E01025541,2045
2015,E01025543,1788
2015,E01025544,1529
2015,E01025576,2299
2015,E01025577,1411
2015,E01025550,1580
2015,E01025552,1311
2015,E01025594,1577
2015,E01025595,1403
2015,E01025596,2096
2015,E01025597,1155
2015,E01025545,1918
2015,E01025546,1543
2015,E01025551,1232
2015,E01025567,1602
2015,E01025598,1454
2015,E01025566,2214
2015,E01025568,1761
2015,E01025569,1869
2015,E01025599,914
2015,E01025600,1546
2016,E01012607,1509
2016,E01012608,2232
2016,E01012633,1607
2016,E01012634,1434
2016,E01012635,1720
2016,E01012636,1467
2016,E01012581,1232
2016,E01012582,1608
2016,E01012583,1651
2016,E01012587,2098
2016,E01012588,2108
2016,E01012574,1426
2016,E01012577,1912
2016,E01012578,1871
2016,E01012605,2263
2016,E01012606,1615
2016,E01012579,1691
2016,E01012580,2074
2016,E01012642,1837
2016,E01012645,2028
2016,E01012585,1630
2016,E01012586,1589
2016,E01012656,1772
2016,E01012657,2074
2016,E01012658,1765
2016,E01012629,1270
2016,E01012631,1379
2016,E01012643,1682
2016,E01012644,2452
2016,E01012655,1945
2016,E01012571,1687
2016,E01012572,1545
2016,E01012573,1648
2016,E01012575,1244
2016,E01012630,2352
2016,E01012576,1878
2016,E01012637,1615
2016,E01012638,1599
2016,E01012639,1817
2016,E01012640,1736
2016,E01012641,1778
2016,E01012595,2312
2016,E01012596,1817
2016,E01012622,1573
2016,E01012623,1453
2016,E01012624,1430
2016,E01012625,1651
2016,E01012584,1664
2016,E01012609,1479
2016,E01012610,1243
2016,E01012611,1008
2016,E01012612,1383
2016,E01012613,1241
2016,E01012600,1370
2016,E01012601,1500
2016,E01012602,1533
2016,E01012603,1628
2016,E01012604,1575
2016,E01012632,1979
2016,E01012594,1508
2016,E01012618,1481
2016,E01012619,1423
2016,E01012620,1358
2016,E01012621,1368
2016,E01012593,1711
2016,E01012597,1731
2016,E01012598,3099
2016,E01012599,1256
2016,E01012589,1333
2016,E01012590,1335
2016,E01012591,1504
2016,E01012648,1141
2016,E01012652,1458
2016,E01012617,1334
2016,E01012646,1500
2016,E01012647,1601
2016,E01012650,1342
2016,E01012649,1349
2016,E01012651,1703
2016,E01012653,1458
2016,E01012654,1785
2016,E01012614,1634
2016,E01012615,1477
2016,E01012616,1702
2016,E01012659,1361
2016,E01012660,1116
2016,E01012661,1430
2016,E01012592,1949
2016,E01012628,1184
2016,E01032485,1811
2016,E01032486,1341
2016,E01012663,1548
2016,E01012664,1662
2016,E01012665,1691
2016,E01012716,1397
2016,E01012719,1434
2016,E01012662,1405
2016,E01012703,1476
2016,E01012704,1986
2016,E01012706,1598
2016,E01012717,1627
2016,E01012666,1427
2016,E01012667,1526
2016,E01012668,1601
2016,E01012669,1873
2016,E01012718,1666
2016,E01012690,1558
2016,E01012691,1968
2016,E01012692,1672
2016,E01012705,1613
2016,E01012723,1451
2016,E01012693,1548
2016,E01012711,1408
2016,E01012747,1482
2016,E01012750,1692
2016,E01012681,1538
2016,E01012683,1370
2016,E01012748,1551
2016,E01012749,1614
2016,E01012707,1266
2016,E01012720,1631
2016,E01012721,1809
2016,E01012724,1431
2016,E01012678,940
2016,E01012679,1471
2016,E01012680,1424
2016,E01012682,1443
2016,E01012684,1480
2016,E01012676,1378
2016,E01012677,1364
2016,E01012708,1297
2016,E01012709,1627
2016,E01012710,1238
2016,E01012722,1236
2016,E01012673,1319
2016,E01012675,1609
2016,E01012735,1297
2016,E01012736,1260
2016,E01012737,1488
2016,E01012670,1199
2016,E01012733,1059
2016,E01012734,1319
2016,E01012738,1256
2016,E01012739,1368
2016,E01012742,1096
2016,E01012712,1645
2016,E01012713,1901
2016,E01012715,1532
2016,E01012740,1499
2016,E01012741,1312
2016,E01012671,1436
2016,E01012672,1317
2016,E01012674,1629
2016,E01012751,1427
2016,E01012686,1415
2016,E01012687,1503
2016,E01012688,1139
2016,E01012689,1224
2016,E01012714,1641
2016,E01012695,1293
2016,E01012743,1745
2016,E01012744,1613
2016,E01012745,1662
2016,E01012746,1814
2016,E01012685,1565
2016,E01012694,1285
2016,E01012696,1519
2016,E01012697,1357
2016,E01012698,1631
2016,E01012726,1669
2016,E01012728,1539
2016,E01012752,1243
2016,E01012753,1133
2016,E01012754,1174
2016,E01012755,1426
2016,E01012701,1608
2016,E01012729,1571
2016,E01012730,1691
2016,E01012731,1498
2016,E01012732,1650
2016,E01012699,1756
2016,E01012700,1805
2016,E01012702,1371
2016,E01012725,1474
2016,E01012727,1584
2016,E01024859,1459
2016,E01024861,1129
2016,E01024862,1485
2016,E01024891,1850
2016,E01024892,1439
2016,E01024894,1476
2016,E01024893,1611
2016,E01024896,1313
2016,E01024897,1390
2016,E01024898,1585
2016,E01024856,1674
2016,E01024875,1577
2016,E01024876,1431
2016,E01024877,1580
2016,E01024878,1635
2016,E01024895,1462
2016,E01024883,1467
2016,E01024884,1621
2016,E01024885,1737
2016,E01024886,1366
2016,E01024889,1222
2016,E01024890,1511
2016,E01024879,1314
2016,E01024880,1547
2016,E01024912,1346
2016,E01024913,1279
2016,E01024914,1397
2016,E01024881,1432
2016,E01024882,1426
2016,E01024902,1547
2016,E01024911,1744
2016,E01024855,1443
2016,E01024857,1588
2016,E01024858,1371
2016,E01024864,1501
2016,E01024863,1469
2016,E01024865,1444
2016,E01024866,1677
2016,E01024867,1430
2016,E01024860,1331
2016,E01024868,1187
2016,E01024869,1371
2016,E01024870,1144
2016,E01024872,1394
2016,E01024899,1596
2016,E01024900,1755
2016,E01024907,1152
2016,E01024908,1187
2016,E01024909,1546
2016,E01024874,1149
2016,E01024887,1451
2016,E01024888,1646
2016,E01024901,1721
2016,E01024904,1630
2016,E01024906,1809
2016,E01024910,1344
2016,E01024871,1342
2016,E01024873,1320
2016,E01024903,1265
2016,E01024905,1181
2016,E01024951,1204
2016,E01024952,1317
2016,E01024953,1372
2016,E01024954,1625
2016,E01024921,2000
2016,E01024978,1330
2016,E01024979,1407
2016,E01024980,1438
2016,E01024946,1154
2016,E01024947,1384
2016,E01024955,1485
2016,E01024956,1485
2016,E01024957,1789
2016,E01024958,1376
2016,E01024948,1607
2016,E01024949,3261
2016,E01024950,1419
2016,E01024977,2360
2016,E01024967,1196
2016,E01024968,2056
2016,E01024969,1293
2016,E01024970,1330
2016,E01024971,1238
2016,E01024972,1153
2016,E01024929,1262
2016,E01024930,1502
2016,E01024931,1434
2016,E01024932,1003
2016,E01024933,1220
2016,E01024937,1471
2016,E01024964,1543
2016,E01024974,1566
2016,E01024975,3258
2016,E01024976,1644
2016,E01024919,4623
2016,E01024920,1946
2016,E01024934,1544
2016,E01024935,1365
2016,E01024925,1735
2016,E01024926,2327
2016,E01024927,1747
2016,E01024928,1426
2016,E01024936,1566
2016,E01024938,2059
2016,E01024939,2049
2016,E01024940,1904
2016,E01024941,1795
2016,E01024923,1260
2016,E01024924,1467
2016,E01024963,1534
2016,E01024965,1424
2016,E01024966,1863
2016,E01024942,1785
2016,E01024943,2314
2016,E01024944,2071
2016,E01024945,3292
2016,E01024922,1448
2016,E01024959,1732
2016,E01024960,1680
2016,E01024961,1593
2016,E01024962,1586
2016,E01024915,2352
2016,E01024916,1876
2016,E01024917,1803
2016,E01024918,1723
2016,E01024973,2195
2016,E01024993,1469
2016,E01025026,1392
2016,E01025027,1808
2016,E01025028,1493
2016,E01025031,1389
2016,E01025007,1256
2016,E01025008,1176
2016,E01025009,1526
2016,E01025011,1487
2016,E01025012,2353
2016,E01025013,1719
2016,E01025019,1473
2016,E01024998,1846
2016,E01025010,1860
2016,E01025014,1665
2016,E01025015,1469
2016,E01025004,1426
2016,E01025006,1350
2016,E01025023,1279
2016,E01025024,1376
2016,E01025025,1660
2016,E01025001,1591
2016,E01025002,1394
2016,E01025005,1510
2016,E01025016,2491
2016,E01025018,1219
2016,E01024984,1428
2016,E01024985,1320
2016,E01024986,1655
2016,E01024987,1352
2016,E01024988,1561
2016,E01024989,1519
2016,E01024996,1183
2016,E01024997,1451
2016,E01024999,1431
2016,E01025000,1268
2016,E01025029,2118
2016,E01025030,1735
2016,E01024981,1398
2016,E01024982,1439
2016,E01024983,1519
2016,E01024994,1597
2016,E01024995,1370
2016,E01025003,1647
2016,E01025017,1404
2016,E01024990,1447
2016,E01024991,1093
2016,E01024992,1442
2016,E01025020,1477
2016,E01025021,1448
2016,E01025022,2174
2016,E01025060,1506
2016,E01025061,1450
2016,E01025062,1570
2016,E01025063,1482
2016,E01025064,1624
2016,E01025065,1660
2016,E01025066,1578
2016,E01025032,1416
2016,E01025033,2181
2016,E01025034,1643
2016,E01025048,1464
2016,E01025049,1568
2016,E01025050,1523
2016,E01025053,1576
2016,E01025070,1190
2016,E01025071,1336
2016,E01025072,1277
2016,E01025073,1211
2016,E01025074,1371
2016,E01025051,1559
2016,E01025052,1600
2016,E01025057,1647
2016,E01025058,1488
2016,E01025059,1558
2016,E01025067,1403
2016,E01025068,1473
2016,E01025069,1462
2016,E01025044,1255
2016,E01025045,1266
2016,E01025046,1142
2016,E01025081,1604
2016,E01025041,1716
2016,E01025042,2129
2016,E01025082,1782
2016,E01025083,2161
2016,E01025084,1604
2016,E01033231,3080
2016,E01025055,1537
2016,E01025075,1712
2016,E01025076,1344
2016,E01025077,1340
2016,E01025078,1453
2016,E01025035,1456
2016,E01025036,1401
2016,E01025037,1409
2016,E01025038,1300
2016,E01025039,1156
2016,E01025040,1599
2016,E01025054,1642
2016,E01025056,1254
2016,E01025079,1596
2016,E01025080,1638
2016,E01025088,1081
2016,E01025096,1660
2016,E01025097,1571
2016,E01025098,1331
2016,E01025148,2060
2016,E01025168,1080
2016,E01025169,1240
2016,E01025130,2078
2016,E01025132,1492
2016,E01025166,1215
2016,E01025167,1240
2016,E01025089,1429
2016,E01025090,1724
2016,E01025158,1420
2016,E01025159,1358
2016,E01025160,1305
2016,E01025085,1437
2016,E01025086,1443
2016,E01025087,1265
2016,E01025161,1100
2016,E01025108,1353
2016,E01025109,1157
2016,E01025131,1614
2016,E01025133,1484
2016,E01025112,1632
2016,E01025136,1642
2016,E01025138,1489
2016,E01025139,1685
2016,E01025140,1483
2016,E01025111,1725
2016,E01025113,1517
2016,E01025118,1142
2016,E01025119,1462
2016,E01025110,1473
2016,E01025116,1341
2016,E01025117,1375
2016,E01025120,1626
2016,E01025170,1683
2016,E01025171,1764
2016,E01025172,1500
2016,E01025173,1668
2016,E01025149,2129
2016,E01025150,1485
2016,E01025151,1633
2016,E01025152,1610
2016,E01025154,1304
2016,E01025091,1572
2016,E01025092,1237
2016,E01025095,2127
2016,E01025126,1963
2016,E01025093,2017
2016,E01025094,1369
2016,E01025099,1588
2016,E01033071,1638
2016,E01033073,1859
2016,E01025125,1582
2016,E01025128,1409
2016,E01025129,1481
2016,E01025147,1487
2016,E01025114,1520
2016,E01025115,1511
2016,E01025121,2113
2016,E01025122,1686
2016,E01025123,2555
2016,E01025124,1625
2016,E01033072,2402
2016,E01025100,1791
2016,E01025101,1474
2016,E01025102,1639
2016,E01025103,1336
2016,E01025144,2069
2016,E01025146,2005
2016,E01025127,1432
2016,E01025141,1473
2016,E01025143,1441
2016,E01025145,1475
2016,E01025105,5462
2016,E01025106,1851
2016,E01025107,1601
2016,E01025142,1390
2016,E01025137,1442
2016,E01025162,1403
2016,E01025163,1361
2016,E01025164,1367
2016,E01025165,1522
2016,E01025153,1248
2016,E01025155,1282
2016,E01025156,1259
2016,E01025157,1154
2016,E01025191,1310
2016,E01025192,1447
2016,E01025193,1287
2016,E01025194,1354
2016,E01025195,1184
2016,E01025196,1562
2016,E01025197,1305
2016,E01025198,1468
2016,E01025199,1661
2016,E01025200,1498
2016,E01025201,1594
2016,E01025202,1374
2016,E01025205,1388
2016,E01025206,1170
2016,E01025207,1177
2016,E01025208,1242
2016,E01025220,1672
2016,E01025221,1348
2016,E01025222,1510
2016,E01025223,1459
2016,E01025178,1818
2016,E01025179,1533
2016,E01025180,1865
2016,E01025203,1611
2016,E01025226,1532
2016,E01025227,2013
2016,E01025228,1509
2016,E01025174,1450
2016,E01025175,1540
2016,E01025176,2047
2016,E01025177,1732
2016,E01025204,1692
2016,E01025211,1412
2016,E01025181,1523
2016,E01025182,1597
2016,E01025183,1692
2016,E01025184,1815
2016,E01025188,2107
2016,E01025189,1643
2016,E01025210,1875
2016,E01025217,1549
2016,E01025218,1319
2016,E01025219,1350
2016,E01025224,2200
2016,E01025225,1687
2016,E01025229,2312
2016,E01025230,1860
2016,E01025187,1614
2016,E01025190,1538
2016,E01025209,1673
2016,E01025216,2235
2016,E01025185,2088
2016,E01025186,1709
2016,E01025212,1344
2016,E01025213,1176
2016,E01025214,1423
2016,E01025215,1422
2016,E01025278,2600
2016,E01025279,1950
2016,E01025282,1374
2016,E01025257,1338
2016,E01025277,1620
2016,E01025280,1862
2016,E01025281,1424
2016,E01025256,1502
2016,E01025258,1434
2016,E01025259,2151
2016,E01025299,1483
2016,E01025301,1153
2016,E01025302,1203
2016,E01025253,1778
2016,E01025254,1164
2016,E01025255,1516
2016,E01025300,1082
2016,E01025303,1334
2016,E01025260,1549
2016,E01025262,1597
2016,E01025263,1501
2016,E01025264,1480
2016,E01025239,1373
2016,E01025241,1587
2016,E01025242,1534
2016,E01025243,1968
2016,E01025251,1518
2016,E01025234,1468
2016,E01025235,1765
2016,E01025237,1528
2016,E01025238,1523
2016,E01025245,2670
2016,E01025252,1384
2016,E01025233,1318
2016,E01025240,1555
2016,E01025261,1305
2016,E01025266,1233
2016,E01025309,1258
2016,E01025236,1563
2016,E01025283,1782
2016,E01025284,1777
2016,E01025285,1388
2016,E01025286,1812
2016,E01025287,2063
2016,E01025270,1592
2016,E01025272,1504
2016,E01025273,1336
2016,E01025288,1762
2016,E01025246,1717
2016,E01025274,1864
2016,E01025275,1576
2016,E01025294,1904
2016,E01025276,1762
2016,E01025308,1540
2016,E01025310,1546
2016,E01025311,1242
2016,E01025312,1573
2016,E01025313,2253
2016,E01025314,2580
2016,E01025231,1380
2016,E01025232,1506
2016,E01025265,1433
2016,E01025267,1404
2016,E01025268,1821
2016,E01025269,1843
2016,E01025271,1542
2016,E01025295,2766
2016,E01025296,2023
2016,E01025297,1970
2016,E01025298,1603
2016,E01025244,1545
2016,E01025292,3340
2016,E01025293,2155
2016,E01025247,1732
2016,E01025248,1348
2016,E01025249,972
2016,E01025250,1638
2016,E01025304,1821
2016,E01025305,1624
2016,E01025289,1585
2016,E01025290,1559
2016,E01025291,1237
2016,E01025306,1867
2016,E01033223,1836
2016,E01033224,1110
2016,E01033226,1145
2016,E01025315,1649
2016,E01025320,1288
2016,E01025331,1357
2016,E01025348,1591
2016,E01025349,1423
2016,E01025334,1507
2016,E01025344,1305
2016,E01025345,1493
2016,E01025346,1526
2016,E01025347,1641
